#
#
#   Plasma Parameters
#    electron and ion temp [keV]:   0.1000D+02   0.1000D+02
#    number density nb   [cm^-3]:   0.1000D+26   0.5000D+25  0.5000D+25
#    mass array mb         [amu]:   0.5486D-03   0.2015D+01  0.3022D+01
#    mass array mb         [keV]:   0.5110D+03   0.1877D+07  0.2815D+07
#    charge array zb            :  -0.1000D+01   0.1000D+01  0.1000D+01
#
#
#   Projectile Parameters
#    charge      :   0.2000D+01
#    mass   [amu]:   0.4029D+01
#    mass   [keV]:   0.3753D+07
#    energy [keV]:   0.1000D+01
#  ne[cm^-3]    Te[keV]    Ti[keV]        ge       gi          etae         ze/2**1.5
#  0.1000D+26  0.1000D+02  0.1000D+02  0.6126D-03  0.4332D-03  0.5217D-01  0.5854D-03
# ab  =  0.1362D-04  0.5000D-01  0.7500D-01
# etab=  0.1999D+02  0.1999D+02  0.1999D+02
    0.10000D+26
    0.10000D+02
    0.10000D+02
      1001
#
#  iu  ep[keV]     a_tot       a_i         a_e         ac_tot      ac_i        ac_e        aq_tot      aq_i        aq_e
    0  0.1000E-06 -0.2617E+04 -0.2587E+04 -0.2960E+02 -0.2630E+04 -0.2589E+04 -0.4176E+02  0.1375E+02  0.1588E+01  0.1216E+02
    1  0.3500E+01 -0.2778E+00 -0.2738E+00 -0.3926E-02 -0.2795E+00 -0.2740E+00 -0.5502E-02  0.1767E-02  0.1907E-03  0.1576E-02
    2  0.7000E+01 -0.1015E+00 -0.9949E-01 -0.1988E-02 -0.1023E+00 -0.9957E-01 -0.2763E-02  0.8600E-03  0.8460E-04  0.7754E-03
    3  0.1050E+02 -0.2099E-01 -0.2004E-01 -0.9586E-03 -0.2138E-01 -0.2007E-01 -0.1315E-02  0.3875E-03  0.3144E-04  0.3561E-03
    4  0.1400E+02  0.2734E-01  0.2758E-01 -0.2384E-03  0.2728E-01  0.2758E-01 -0.3069E-03  0.6563E-04 -0.2835E-05  0.6847E-04
  447  0.1565E+04  0.3213E-01  0.5931E-02  0.2620E-01  0.4227E-01  0.6127E-02  0.3614E-01 -0.1014E-01 -0.1959E-03 -0.9942E-02
  448  0.1568E+04  0.3215E-01  0.5919E-02  0.2623E-01  0.4230E-01  0.6115E-02  0.3618E-01 -0.1015E-01 -0.1959E-03 -0.9953E-02
  449  0.1572E+04  0.3216E-01  0.5907E-02  0.2626E-01  0.4232E-01  0.6102E-02  0.3622E-01 -0.1016E-01 -0.1958E-03 -0.9964E-02
  450  0.1575E+04  0.3218E-01  0.5894E-02  0.2629E-01  0.4235E-01  0.6090E-02  0.3626E-01 -0.1017E-01 -0.1957E-03 -0.9975E-02
  451  0.1579E+04  0.3220E-01  0.5882E-02  0.2631E-01  0.4238E-01  0.6078E-02  0.3630E-01 -0.1018E-01 -0.1956E-03 -0.9987E-02
  452  0.1582E+04  0.3221E-01  0.5870E-02  0.2634E-01  0.4241E-01  0.6066E-02  0.3634E-01 -0.1019E-01 -0.1956E-03 -0.9998E-02
  453  0.1586E+04  0.3223E-01  0.5858E-02  0.2637E-01  0.4243E-01  0.6054E-02  0.3638E-01 -0.1020E-01 -0.1955E-03 -0.1001E-01
  454  0.1589E+04  0.3225E-01  0.5846E-02  0.2640E-01  0.4246E-01  0.6041E-02  0.3642E-01 -0.1022E-01 -0.1954E-03 -0.1002E-01
  455  0.1593E+04  0.3226E-01  0.5834E-02  0.2643E-01  0.4249E-01  0.6029E-02  0.3646E-01 -0.1023E-01 -0.1953E-03 -0.1003E-01
  456  0.1596E+04  0.3228E-01  0.5822E-02  0.2646E-01  0.4252E-01  0.6017E-02  0.3650E-01 -0.1024E-01 -0.1953E-03 -0.1004E-01
  457  0.1600E+04  0.3230E-01  0.5810E-02  0.2649E-01  0.4255E-01  0.6005E-02  0.3654E-01 -0.1025E-01 -0.1952E-03 -0.1005E-01
  458  0.1603E+04  0.3232E-01  0.5798E-02  0.2652E-01  0.4257E-01  0.5994E-02  0.3658E-01 -0.1026E-01 -0.1951E-03 -0.1006E-01
  459  0.1607E+04  0.3233E-01  0.5787E-02  0.2655E-01  0.4260E-01  0.5982E-02  0.3662E-01 -0.1027E-01 -0.1950E-03 -0.1007E-01
  460  0.1610E+04  0.3235E-01  0.5775E-02  0.2657E-01  0.4263E-01  0.5970E-02  0.3666E-01 -0.1028E-01 -0.1949E-03 -0.1009E-01
  461  0.1614E+04  0.3237E-01  0.5763E-02  0.2660E-01  0.4266E-01  0.5958E-02  0.3670E-01 -0.1029E-01 -0.1949E-03 -0.1010E-01
  462  0.1617E+04  0.3238E-01  0.5752E-02  0.2663E-01  0.4269E-01  0.5946E-02  0.3674E-01 -0.1030E-01 -0.1948E-03 -0.1011E-01
  463  0.1621E+04  0.3240E-01  0.5740E-02  0.2666E-01  0.4271E-01  0.5935E-02  0.3678E-01 -0.1031E-01 -0.1947E-03 -0.1012E-01
  464  0.1624E+04  0.3242E-01  0.5729E-02  0.2669E-01  0.4274E-01  0.5923E-02  0.3682E-01 -0.1032E-01 -0.1946E-03 -0.1013E-01
  465  0.1628E+04  0.3243E-01  0.5717E-02  0.2672E-01  0.4277E-01  0.5912E-02  0.3686E-01 -0.1033E-01 -0.1946E-03 -0.1014E-01
  466  0.1631E+04  0.3245E-01  0.5706E-02  0.2675E-01  0.4280E-01  0.5900E-02  0.3690E-01 -0.1035E-01 -0.1945E-03 -0.1015E-01
  467  0.1635E+04  0.3247E-01  0.5694E-02  0.2677E-01  0.4283E-01  0.5889E-02  0.3694E-01 -0.1036E-01 -0.1944E-03 -0.1016E-01
  468  0.1638E+04  0.3249E-01  0.5683E-02  0.2680E-01  0.4285E-01  0.5877E-02  0.3698E-01 -0.1037E-01 -0.1943E-03 -0.1017E-01
  469  0.1642E+04  0.3250E-01  0.5672E-02  0.2683E-01  0.4288E-01  0.5866E-02  0.3702E-01 -0.1038E-01 -0.1943E-03 -0.1018E-01
  470  0.1645E+04  0.3252E-01  0.5660E-02  0.2686E-01  0.4291E-01  0.5854E-02  0.3705E-01 -0.1039E-01 -0.1942E-03 -0.1019E-01
  471  0.1649E+04  0.3254E-01  0.5649E-02  0.2689E-01  0.4294E-01  0.5843E-02  0.3709E-01 -0.1040E-01 -0.1941E-03 -0.1020E-01
  472  0.1652E+04  0.3256E-01  0.5638E-02  0.2692E-01  0.4296E-01  0.5832E-02  0.3713E-01 -0.1041E-01 -0.1940E-03 -0.1022E-01
  473  0.1656E+04  0.3257E-01  0.5627E-02  0.2695E-01  0.4299E-01  0.5821E-02  0.3717E-01 -0.1042E-01 -0.1939E-03 -0.1023E-01
  474  0.1659E+04  0.3259E-01  0.5616E-02  0.2697E-01  0.4302E-01  0.5810E-02  0.3721E-01 -0.1043E-01 -0.1939E-03 -0.1024E-01
  475  0.1663E+04  0.3261E-01  0.5605E-02  0.2700E-01  0.4305E-01  0.5798E-02  0.3725E-01 -0.1044E-01 -0.1938E-03 -0.1025E-01
  476  0.1666E+04  0.3262E-01  0.5594E-02  0.2703E-01  0.4308E-01  0.5787E-02  0.3729E-01 -0.1045E-01 -0.1937E-03 -0.1026E-01
  477  0.1670E+04  0.3264E-01  0.5583E-02  0.2706E-01  0.4310E-01  0.5776E-02  0.3733E-01 -0.1046E-01 -0.1936E-03 -0.1027E-01
  478  0.1673E+04  0.3266E-01  0.5572E-02  0.2709E-01  0.4313E-01  0.5765E-02  0.3737E-01 -0.1047E-01 -0.1936E-03 -0.1028E-01
  479  0.1677E+04  0.3268E-01  0.5561E-02  0.2711E-01  0.4316E-01  0.5755E-02  0.3741E-01 -0.1048E-01 -0.1935E-03 -0.1029E-01
  480  0.1680E+04  0.3269E-01  0.5550E-02  0.2714E-01  0.4319E-01  0.5744E-02  0.3744E-01 -0.1049E-01 -0.1934E-03 -0.1030E-01
  481  0.1684E+04  0.3271E-01  0.5539E-02  0.2717E-01  0.4322E-01  0.5733E-02  0.3748E-01 -0.1051E-01 -0.1933E-03 -0.1031E-01
  482  0.1687E+04  0.3273E-01  0.5529E-02  0.2720E-01  0.4324E-01  0.5722E-02  0.3752E-01 -0.1052E-01 -0.1932E-03 -0.1032E-01
  483  0.1691E+04  0.3275E-01  0.5518E-02  0.2723E-01  0.4327E-01  0.5711E-02  0.3756E-01 -0.1053E-01 -0.1932E-03 -0.1033E-01
  484  0.1694E+04  0.3276E-01  0.5507E-02  0.2726E-01  0.4330E-01  0.5700E-02  0.3760E-01 -0.1054E-01 -0.1931E-03 -0.1034E-01
  485  0.1698E+04  0.3278E-01  0.5497E-02  0.2728E-01  0.4333E-01  0.5690E-02  0.3764E-01 -0.1055E-01 -0.1930E-03 -0.1035E-01
  486  0.1701E+04  0.3280E-01  0.5486E-02  0.2731E-01  0.4336E-01  0.5679E-02  0.3768E-01 -0.1056E-01 -0.1929E-03 -0.1037E-01
  487  0.1705E+04  0.3281E-01  0.5476E-02  0.2734E-01  0.4338E-01  0.5669E-02  0.3772E-01 -0.1057E-01 -0.1928E-03 -0.1038E-01
  488  0.1708E+04  0.3283E-01  0.5465E-02  0.2737E-01  0.4341E-01  0.5658E-02  0.3775E-01 -0.1058E-01 -0.1928E-03 -0.1039E-01
  489  0.1712E+04  0.3285E-01  0.5455E-02  0.2739E-01  0.4344E-01  0.5648E-02  0.3779E-01 -0.1059E-01 -0.1927E-03 -0.1040E-01
  490  0.1715E+04  0.3287E-01  0.5444E-02  0.2742E-01  0.4347E-01  0.5637E-02  0.3783E-01 -0.1060E-01 -0.1926E-03 -0.1041E-01
  491  0.1719E+04  0.3288E-01  0.5434E-02  0.2745E-01  0.4350E-01  0.5627E-02  0.3787E-01 -0.1061E-01 -0.1925E-03 -0.1042E-01
  492  0.1722E+04  0.3290E-01  0.5424E-02  0.2748E-01  0.4352E-01  0.5616E-02  0.3791E-01 -0.1062E-01 -0.1925E-03 -0.1043E-01
  493  0.1726E+04  0.3292E-01  0.5414E-02  0.2751E-01  0.4355E-01  0.5606E-02  0.3795E-01 -0.1063E-01 -0.1924E-03 -0.1044E-01
  494  0.1729E+04  0.3294E-01  0.5403E-02  0.2753E-01  0.4358E-01  0.5596E-02  0.3798E-01 -0.1064E-01 -0.1923E-03 -0.1045E-01
  495  0.1733E+04  0.3295E-01  0.5393E-02  0.2756E-01  0.4361E-01  0.5585E-02  0.3802E-01 -0.1065E-01 -0.1922E-03 -0.1046E-01
  496  0.1736E+04  0.3297E-01  0.5383E-02  0.2759E-01  0.4363E-01  0.5575E-02  0.3806E-01 -0.1066E-01 -0.1921E-03 -0.1047E-01
  497  0.1740E+04  0.3299E-01  0.5373E-02  0.2762E-01  0.4366E-01  0.5565E-02  0.3810E-01 -0.1067E-01 -0.1921E-03 -0.1048E-01
  498  0.1743E+04  0.3301E-01  0.5363E-02  0.2764E-01  0.4369E-01  0.5555E-02  0.3814E-01 -0.1068E-01 -0.1920E-03 -0.1049E-01
  499  0.1747E+04  0.3302E-01  0.5353E-02  0.2767E-01  0.4372E-01  0.5545E-02  0.3817E-01 -0.1069E-01 -0.1919E-03 -0.1050E-01
  500  0.1750E+04  0.3304E-01  0.5343E-02  0.2770E-01  0.4375E-01  0.5535E-02  0.3821E-01 -0.1070E-01 -0.1918E-03 -0.1051E-01
  501  0.1754E+04  0.3306E-01  0.5333E-02  0.2773E-01  0.4377E-01  0.5525E-02  0.3825E-01 -0.1072E-01 -0.1918E-03 -0.1052E-01
  502  0.1757E+04  0.3308E-01  0.5323E-02  0.2775E-01  0.4380E-01  0.5515E-02  0.3829E-01 -0.1073E-01 -0.1917E-03 -0.1053E-01
  503  0.1761E+04  0.3309E-01  0.5313E-02  0.2778E-01  0.4383E-01  0.5505E-02  0.3833E-01 -0.1074E-01 -0.1916E-03 -0.1054E-01
  504  0.1764E+04  0.3311E-01  0.5303E-02  0.2781E-01  0.4386E-01  0.5495E-02  0.3836E-01 -0.1075E-01 -0.1915E-03 -0.1055E-01
  505  0.1768E+04  0.3313E-01  0.5293E-02  0.2784E-01  0.4389E-01  0.5485E-02  0.3840E-01 -0.1076E-01 -0.1914E-03 -0.1056E-01
  506  0.1771E+04  0.3315E-01  0.5284E-02  0.2786E-01  0.4391E-01  0.5475E-02  0.3844E-01 -0.1077E-01 -0.1914E-03 -0.1058E-01
  507  0.1775E+04  0.3316E-01  0.5274E-02  0.2789E-01  0.4394E-01  0.5465E-02  0.3848E-01 -0.1078E-01 -0.1913E-03 -0.1059E-01
  508  0.1778E+04  0.3318E-01  0.5264E-02  0.2792E-01  0.4397E-01  0.5455E-02  0.3851E-01 -0.1079E-01 -0.1912E-03 -0.1060E-01
  509  0.1782E+04  0.3320E-01  0.5254E-02  0.2795E-01  0.4400E-01  0.5446E-02  0.3855E-01 -0.1080E-01 -0.1911E-03 -0.1061E-01
  510  0.1785E+04  0.3322E-01  0.5245E-02  0.2797E-01  0.4403E-01  0.5436E-02  0.3859E-01 -0.1081E-01 -0.1910E-03 -0.1062E-01
  511  0.1789E+04  0.3323E-01  0.5235E-02  0.2800E-01  0.4405E-01  0.5426E-02  0.3863E-01 -0.1082E-01 -0.1910E-03 -0.1063E-01
  512  0.1792E+04  0.3325E-01  0.5226E-02  0.2803E-01  0.4408E-01  0.5417E-02  0.3866E-01 -0.1083E-01 -0.1909E-03 -0.1064E-01
  513  0.1796E+04  0.3327E-01  0.5216E-02  0.2805E-01  0.4411E-01  0.5407E-02  0.3870E-01 -0.1084E-01 -0.1908E-03 -0.1065E-01
  514  0.1799E+04  0.3329E-01  0.5207E-02  0.2808E-01  0.4414E-01  0.5397E-02  0.3874E-01 -0.1085E-01 -0.1907E-03 -0.1066E-01
  515  0.1803E+04  0.3331E-01  0.5197E-02  0.2811E-01  0.4416E-01  0.5388E-02  0.3878E-01 -0.1086E-01 -0.1906E-03 -0.1067E-01
  516  0.1806E+04  0.3332E-01  0.5188E-02  0.2814E-01  0.4419E-01  0.5378E-02  0.3881E-01 -0.1087E-01 -0.1906E-03 -0.1068E-01
  517  0.1810E+04  0.3334E-01  0.5178E-02  0.2816E-01  0.4422E-01  0.5369E-02  0.3885E-01 -0.1088E-01 -0.1905E-03 -0.1069E-01
  518  0.1813E+04  0.3336E-01  0.5169E-02  0.2819E-01  0.4425E-01  0.5360E-02  0.3889E-01 -0.1089E-01 -0.1904E-03 -0.1070E-01
  519  0.1817E+04  0.3338E-01  0.5160E-02  0.2822E-01  0.4428E-01  0.5350E-02  0.3893E-01 -0.1090E-01 -0.1903E-03 -0.1071E-01
  520  0.1820E+04  0.3339E-01  0.5151E-02  0.2824E-01  0.4430E-01  0.5341E-02  0.3896E-01 -0.1091E-01 -0.1903E-03 -0.1072E-01
  521  0.1824E+04  0.3341E-01  0.5141E-02  0.2827E-01  0.4433E-01  0.5331E-02  0.3900E-01 -0.1092E-01 -0.1902E-03 -0.1073E-01
  522  0.1827E+04  0.3343E-01  0.5132E-02  0.2830E-01  0.4436E-01  0.5322E-02  0.3904E-01 -0.1093E-01 -0.1901E-03 -0.1074E-01
  523  0.1831E+04  0.3345E-01  0.5123E-02  0.2832E-01  0.4439E-01  0.5313E-02  0.3907E-01 -0.1094E-01 -0.1900E-03 -0.1075E-01
  524  0.1834E+04  0.3346E-01  0.5114E-02  0.2835E-01  0.4441E-01  0.5304E-02  0.3911E-01 -0.1095E-01 -0.1899E-03 -0.1076E-01
  525  0.1838E+04  0.3348E-01  0.5105E-02  0.2838E-01  0.4444E-01  0.5295E-02  0.3915E-01 -0.1096E-01 -0.1899E-03 -0.1077E-01
  526  0.1841E+04  0.3350E-01  0.5096E-02  0.2840E-01  0.4447E-01  0.5285E-02  0.3918E-01 -0.1097E-01 -0.1898E-03 -0.1078E-01
  527  0.1845E+04  0.3352E-01  0.5087E-02  0.2843E-01  0.4450E-01  0.5276E-02  0.3922E-01 -0.1098E-01 -0.1897E-03 -0.1079E-01
  528  0.1848E+04  0.3353E-01  0.5078E-02  0.2846E-01  0.4453E-01  0.5267E-02  0.3926E-01 -0.1099E-01 -0.1896E-03 -0.1080E-01
  529  0.1852E+04  0.3355E-01  0.5069E-02  0.2848E-01  0.4455E-01  0.5258E-02  0.3930E-01 -0.1100E-01 -0.1895E-03 -0.1081E-01
  530  0.1855E+04  0.3357E-01  0.5060E-02  0.2851E-01  0.4458E-01  0.5249E-02  0.3933E-01 -0.1101E-01 -0.1895E-03 -0.1082E-01
  531  0.1859E+04  0.3359E-01  0.5051E-02  0.2854E-01  0.4461E-01  0.5240E-02  0.3937E-01 -0.1102E-01 -0.1894E-03 -0.1083E-01
  532  0.1862E+04  0.3361E-01  0.5042E-02  0.2856E-01  0.4464E-01  0.5231E-02  0.3941E-01 -0.1103E-01 -0.1893E-03 -0.1084E-01
  533  0.1866E+04  0.3362E-01  0.5033E-02  0.2859E-01  0.4466E-01  0.5222E-02  0.3944E-01 -0.1104E-01 -0.1892E-03 -0.1085E-01
  534  0.1869E+04  0.3364E-01  0.5024E-02  0.2862E-01  0.4469E-01  0.5213E-02  0.3948E-01 -0.1105E-01 -0.1891E-03 -0.1086E-01
  535  0.1873E+04  0.3366E-01  0.5015E-02  0.2864E-01  0.4472E-01  0.5204E-02  0.3952E-01 -0.1106E-01 -0.1891E-03 -0.1087E-01
  536  0.1876E+04  0.3368E-01  0.5007E-02  0.2867E-01  0.4475E-01  0.5196E-02  0.3955E-01 -0.1107E-01 -0.1890E-03 -0.1088E-01
  537  0.1880E+04  0.3369E-01  0.4998E-02  0.2870E-01  0.4478E-01  0.5187E-02  0.3959E-01 -0.1108E-01 -0.1889E-03 -0.1089E-01
  538  0.1883E+04  0.3371E-01  0.4989E-02  0.2872E-01  0.4480E-01  0.5178E-02  0.3962E-01 -0.1109E-01 -0.1888E-03 -0.1090E-01
  539  0.1887E+04  0.3373E-01  0.4981E-02  0.2875E-01  0.4483E-01  0.5169E-02  0.3966E-01 -0.1110E-01 -0.1888E-03 -0.1091E-01
  540  0.1890E+04  0.3375E-01  0.4972E-02  0.2878E-01  0.4486E-01  0.5161E-02  0.3970E-01 -0.1111E-01 -0.1887E-03 -0.1092E-01
  541  0.1894E+04  0.3377E-01  0.4963E-02  0.2880E-01  0.4489E-01  0.5152E-02  0.3973E-01 -0.1112E-01 -0.1886E-03 -0.1093E-01
  542  0.1897E+04  0.3378E-01  0.4955E-02  0.2883E-01  0.4491E-01  0.5143E-02  0.3977E-01 -0.1113E-01 -0.1885E-03 -0.1094E-01
  543  0.1901E+04  0.3380E-01  0.4946E-02  0.2885E-01  0.4494E-01  0.5135E-02  0.3981E-01 -0.1114E-01 -0.1884E-03 -0.1095E-01
  544  0.1904E+04  0.3382E-01  0.4938E-02  0.2888E-01  0.4497E-01  0.5126E-02  0.3984E-01 -0.1115E-01 -0.1884E-03 -0.1096E-01
  545  0.1908E+04  0.3384E-01  0.4929E-02  0.2891E-01  0.4500E-01  0.5118E-02  0.3988E-01 -0.1116E-01 -0.1883E-03 -0.1097E-01
  546  0.1911E+04  0.3385E-01  0.4921E-02  0.2893E-01  0.4502E-01  0.5109E-02  0.3992E-01 -0.1117E-01 -0.1882E-03 -0.1098E-01
  547  0.1915E+04  0.3387E-01  0.4912E-02  0.2896E-01  0.4505E-01  0.5101E-02  0.3995E-01 -0.1118E-01 -0.1881E-03 -0.1099E-01
  548  0.1918E+04  0.3389E-01  0.4904E-02  0.2899E-01  0.4508E-01  0.5092E-02  0.3999E-01 -0.1119E-01 -0.1880E-03 -0.1100E-01
  549  0.1922E+04  0.3391E-01  0.4896E-02  0.2901E-01  0.4511E-01  0.5084E-02  0.4002E-01 -0.1120E-01 -0.1880E-03 -0.1101E-01
  550  0.1925E+04  0.3393E-01  0.4887E-02  0.2904E-01  0.4514E-01  0.5075E-02  0.4006E-01 -0.1121E-01 -0.1879E-03 -0.1102E-01
  551  0.1929E+04  0.3394E-01  0.4879E-02  0.2906E-01  0.4516E-01  0.5067E-02  0.4010E-01 -0.1122E-01 -0.1878E-03 -0.1103E-01
  552  0.1932E+04  0.3396E-01  0.4871E-02  0.2909E-01  0.4519E-01  0.5059E-02  0.4013E-01 -0.1123E-01 -0.1877E-03 -0.1104E-01
  553  0.1936E+04  0.3398E-01  0.4863E-02  0.2912E-01  0.4522E-01  0.5050E-02  0.4017E-01 -0.1124E-01 -0.1876E-03 -0.1105E-01
  554  0.1939E+04  0.3400E-01  0.4854E-02  0.2914E-01  0.4525E-01  0.5042E-02  0.4020E-01 -0.1125E-01 -0.1876E-03 -0.1106E-01
  555  0.1943E+04  0.3401E-01  0.4846E-02  0.2917E-01  0.4527E-01  0.5034E-02  0.4024E-01 -0.1126E-01 -0.1875E-03 -0.1107E-01
  556  0.1946E+04  0.3403E-01  0.4838E-02  0.2919E-01  0.4530E-01  0.5025E-02  0.4028E-01 -0.1127E-01 -0.1874E-03 -0.1108E-01
  557  0.1950E+04  0.3405E-01  0.4830E-02  0.2922E-01  0.4533E-01  0.5017E-02  0.4031E-01 -0.1128E-01 -0.1873E-03 -0.1109E-01
  558  0.1953E+04  0.3407E-01  0.4822E-02  0.2925E-01  0.4536E-01  0.5009E-02  0.4035E-01 -0.1129E-01 -0.1873E-03 -0.1110E-01
  559  0.1957E+04  0.3409E-01  0.4814E-02  0.2927E-01  0.4538E-01  0.5001E-02  0.4038E-01 -0.1130E-01 -0.1872E-03 -0.1111E-01
  560  0.1960E+04  0.3410E-01  0.4806E-02  0.2930E-01  0.4541E-01  0.4993E-02  0.4042E-01 -0.1131E-01 -0.1871E-03 -0.1112E-01
  561  0.1964E+04  0.3412E-01  0.4798E-02  0.2932E-01  0.4544E-01  0.4985E-02  0.4045E-01 -0.1132E-01 -0.1870E-03 -0.1113E-01
  562  0.1967E+04  0.3414E-01  0.4790E-02  0.2935E-01  0.4547E-01  0.4977E-02  0.4049E-01 -0.1133E-01 -0.1869E-03 -0.1114E-01
  563  0.1971E+04  0.3416E-01  0.4782E-02  0.2938E-01  0.4549E-01  0.4969E-02  0.4053E-01 -0.1134E-01 -0.1869E-03 -0.1115E-01
  564  0.1974E+04  0.3417E-01  0.4774E-02  0.2940E-01  0.4552E-01  0.4961E-02  0.4056E-01 -0.1135E-01 -0.1868E-03 -0.1116E-01
  565  0.1978E+04  0.3419E-01  0.4766E-02  0.2943E-01  0.4555E-01  0.4953E-02  0.4060E-01 -0.1136E-01 -0.1867E-03 -0.1117E-01
  566  0.1981E+04  0.3421E-01  0.4758E-02  0.2945E-01  0.4558E-01  0.4945E-02  0.4063E-01 -0.1137E-01 -0.1866E-03 -0.1118E-01
  567  0.1985E+04  0.3423E-01  0.4750E-02  0.2948E-01  0.4560E-01  0.4937E-02  0.4067E-01 -0.1138E-01 -0.1865E-03 -0.1119E-01
  568  0.1988E+04  0.3425E-01  0.4742E-02  0.2950E-01  0.4563E-01  0.4929E-02  0.4070E-01 -0.1139E-01 -0.1865E-03 -0.1120E-01
  569  0.1992E+04  0.3426E-01  0.4734E-02  0.2953E-01  0.4566E-01  0.4921E-02  0.4074E-01 -0.1139E-01 -0.1864E-03 -0.1121E-01
  570  0.1995E+04  0.3428E-01  0.4727E-02  0.2956E-01  0.4569E-01  0.4913E-02  0.4077E-01 -0.1140E-01 -0.1863E-03 -0.1122E-01
  571  0.1999E+04  0.3430E-01  0.4719E-02  0.2958E-01  0.4571E-01  0.4905E-02  0.4081E-01 -0.1141E-01 -0.1862E-03 -0.1123E-01
  572  0.2002E+04  0.3432E-01  0.4711E-02  0.2961E-01  0.4574E-01  0.4897E-02  0.4084E-01 -0.1142E-01 -0.1861E-03 -0.1124E-01
  573  0.2006E+04  0.3434E-01  0.4704E-02  0.2963E-01  0.4577E-01  0.4890E-02  0.4088E-01 -0.1143E-01 -0.1861E-03 -0.1125E-01
  574  0.2009E+04  0.3435E-01  0.4696E-02  0.2966E-01  0.4580E-01  0.4882E-02  0.4091E-01 -0.1144E-01 -0.1860E-03 -0.1126E-01
  575  0.2013E+04  0.3437E-01  0.4688E-02  0.2968E-01  0.4582E-01  0.4874E-02  0.4095E-01 -0.1145E-01 -0.1859E-03 -0.1127E-01
  576  0.2016E+04  0.3439E-01  0.4681E-02  0.2971E-01  0.4585E-01  0.4866E-02  0.4098E-01 -0.1146E-01 -0.1858E-03 -0.1128E-01
  577  0.2020E+04  0.3441E-01  0.4673E-02  0.2973E-01  0.4588E-01  0.4859E-02  0.4102E-01 -0.1147E-01 -0.1858E-03 -0.1129E-01
  578  0.2023E+04  0.3442E-01  0.4665E-02  0.2976E-01  0.4591E-01  0.4851E-02  0.4106E-01 -0.1148E-01 -0.1857E-03 -0.1130E-01
  579  0.2027E+04  0.3444E-01  0.4658E-02  0.2978E-01  0.4593E-01  0.4843E-02  0.4109E-01 -0.1149E-01 -0.1856E-03 -0.1131E-01
  580  0.2030E+04  0.3446E-01  0.4650E-02  0.2981E-01  0.4596E-01  0.4836E-02  0.4113E-01 -0.1150E-01 -0.1855E-03 -0.1131E-01
  581  0.2034E+04  0.3448E-01  0.4643E-02  0.2984E-01  0.4599E-01  0.4828E-02  0.4116E-01 -0.1151E-01 -0.1854E-03 -0.1132E-01
  582  0.2037E+04  0.3450E-01  0.4635E-02  0.2986E-01  0.4602E-01  0.4821E-02  0.4120E-01 -0.1152E-01 -0.1854E-03 -0.1133E-01
  583  0.2041E+04  0.3451E-01  0.4628E-02  0.2989E-01  0.4604E-01  0.4813E-02  0.4123E-01 -0.1153E-01 -0.1853E-03 -0.1134E-01
  584  0.2044E+04  0.3453E-01  0.4621E-02  0.2991E-01  0.4607E-01  0.4806E-02  0.4126E-01 -0.1154E-01 -0.1852E-03 -0.1135E-01
  585  0.2048E+04  0.3455E-01  0.4613E-02  0.2994E-01  0.4610E-01  0.4798E-02  0.4130E-01 -0.1155E-01 -0.1851E-03 -0.1136E-01
  586  0.2051E+04  0.3457E-01  0.4606E-02  0.2996E-01  0.4613E-01  0.4791E-02  0.4133E-01 -0.1156E-01 -0.1850E-03 -0.1137E-01
  587  0.2055E+04  0.3459E-01  0.4598E-02  0.2999E-01  0.4615E-01  0.4783E-02  0.4137E-01 -0.1157E-01 -0.1850E-03 -0.1138E-01
  588  0.2058E+04  0.3460E-01  0.4591E-02  0.3001E-01  0.4618E-01  0.4776E-02  0.4140E-01 -0.1158E-01 -0.1849E-03 -0.1139E-01
  589  0.2062E+04  0.3462E-01  0.4584E-02  0.3004E-01  0.4621E-01  0.4769E-02  0.4144E-01 -0.1159E-01 -0.1848E-03 -0.1140E-01
  590  0.2065E+04  0.3464E-01  0.4576E-02  0.3006E-01  0.4623E-01  0.4761E-02  0.4147E-01 -0.1160E-01 -0.1847E-03 -0.1141E-01
  591  0.2069E+04  0.3466E-01  0.4569E-02  0.3009E-01  0.4626E-01  0.4754E-02  0.4151E-01 -0.1161E-01 -0.1847E-03 -0.1142E-01
  592  0.2072E+04  0.3467E-01  0.4562E-02  0.3011E-01  0.4629E-01  0.4747E-02  0.4154E-01 -0.1161E-01 -0.1846E-03 -0.1143E-01
  593  0.2076E+04  0.3469E-01  0.4555E-02  0.3014E-01  0.4632E-01  0.4739E-02  0.4158E-01 -0.1162E-01 -0.1845E-03 -0.1144E-01
  594  0.2079E+04  0.3471E-01  0.4548E-02  0.3016E-01  0.4634E-01  0.4732E-02  0.4161E-01 -0.1163E-01 -0.1844E-03 -0.1145E-01
  595  0.2083E+04  0.3473E-01  0.4540E-02  0.3019E-01  0.4637E-01  0.4725E-02  0.4165E-01 -0.1164E-01 -0.1843E-03 -0.1146E-01
  596  0.2086E+04  0.3475E-01  0.4533E-02  0.3021E-01  0.4640E-01  0.4718E-02  0.4168E-01 -0.1165E-01 -0.1843E-03 -0.1147E-01
  597  0.2090E+04  0.3476E-01  0.4526E-02  0.3024E-01  0.4643E-01  0.4710E-02  0.4172E-01 -0.1166E-01 -0.1842E-03 -0.1148E-01
